Tau FTBO,Tau FTBF,ki,kp,kd,dt,Nb de points de lecture Temp.
230,300,0.00333333,46,0,5000,10
Consigne CPU Temp,Température CPU,Heure,CPU Usage (%),CPU Frequency (MHz),Erreur,Correction dérivée,Correction intégrale,PWM signal,PWM signal clipped
70,70.2686,0:42:5,27.7778,1800,0.268623,0,22.8607,155,155
70,70.2742,0:42:10,27.7778,1800,0.274162,0,27.43,160,160
70,70.1773,0:42:15,27.7778,1800,0.177322,0,30.3854,158,158
70,70.4111,0:42:21,26.5306,1800,0.41114,0,37.2378,176,176
70,70.0936,0:42:26,26.5306,1800,0.0936127,0,38.798,163,163
70,69.9158,0:42:31,26.5306,1800,-0.0842361,-0,37.394,153,153
70,69.9954,0:42:36,27.9188,1800,-0.00462341,-0,37.317,157,157
70,70.052,0:42:41,27.9188,1800,0.0520401,0,38.1843,160,160
70,69.5707,0:42:46,27.9188,1800,-0.429298,-0,31.0293,131,131
70,70.1557,0:42:52,34.0426,1800,0.15567,0,33.6238,160,160
70,69.8733,0:42:57,34.0426,1800,-0.126732,-0,31.5116,145,145
70,69.6989,0:43:2,34.0426,1800,-0.301071,-0,26.4938,132,132
70,70.0224,0:43:7,27.2727,1800,0.0223923,0,26.867,147,147
70,69.8599,0:43:12,27.2727,1800,-0.14006,-0,24.5327,138,138
70,69.8437,0:43:17,27.2727,1800,-0.156303,-0,21.9276,134,134
70,70.183,0:43:23,27.9793,1800,0.182968,0,24.9771,153,153
70,70.5578,0:43:28,27.9793,1800,0.5578,0,34.2737,179,179
70,70.2057,0:43:33,27.9793,1800,0.205681,0,37.7018,167,167
70,69.927,0:43:38,27.7778,1800,-0.0730286,-0,36.4846,153,153
70,70.0939,0:43:43,27.7778,1800,0.0939026,0,38.0497,162,162
70,69.8184,0:43:48,27.7778,1800,-0.18161,-0,35.0228,146,146
70,69.5473,0:43:54,28.0612,1800,-0.45266,-0,27.4785,126,126
70,69.8611,0:43:59,28.0612,1800,-0.13887,-0,25.164,138,138
70,69.8438,0:44:4,28.0612,1800,-0.156181,-0,22.561,135,135
70,70.183,0:44:9,27.6382,1800,0.182983,0,25.6107,154,154
70,69.9247,0:44:14,27.6382,1800,-0.0753021,-0,24.3557,140,140
70,70.0937,0:44:19,27.6382,1800,0.0936737,0,25.9169,150,150
70,70.0132,0:44:25,26.9036,1800,0.0131683,0,26.1364,146,146
70,70.1999,0:44:30,26.9036,1800,0.199921,0,29.4684,158,158
70,70.3647,0:44:35,26.9036,1800,0.3647,0,35.5467,172,172
70,70.1377,0:44:40,26.9036,1800,0.13768,0,37.8414,164,164
70,70.115,0:44:45,26.9036,1800,0.114975,0,39.7576,165,165
70,69.8692,0:44:50,26.9036,1800,-0.130798,-0,37.5777,151,151
70,70.3316,0:44:56,28.2051,1800,0.331619,0,43.1046,178,178
70,69.6961,0:45:1,28.2051,1800,-0.30394,-0,38.039,144,144
70,69.876,0:45:6,28.2051,1800,-0.123993,-0,35.9724,150,150
70,69.9427,0:45:11,36.5591,1800,-0.0572968,-0,35.0175,152,152
70,69.7059,0:45:16,36.5591,1800,-0.294128,-0,30.1153,136,136
70,69.5848,0:45:21,36.5591,1800,-0.415207,-0,23.1952,124,124
70,70.011,0:45:27,36.1702,1800,0.0109787,0,23.3782,143,143
70,69.9562,0:45:32,36.1702,1800,-0.0438004,-0,22.6482,140,140
70,70.2429,0:45:37,36.1702,1800,0.242928,0,26.697,157,157
70,70.2716,0:45:42,29.8343,1800,0.271591,0,31.2235,163,163
70,70.2258,0:45:47,29.8343,1800,0.225761,0,34.9862,165,165
70,69.929,0:45:52,29.8343,1800,-0.071022,-0,33.8025,150,150
70,69.8993,0:45:58,30.6452,1800,-0.1007,-0,32.1242,147,147
70,69.8476,0:46:3,30.6452,1800,-0.152367,-0,29.5847,142,142
70,70.4269,0:46:8,30.6452,1800,0.426865,0,36.6991,176,176
85,72.2867,0:46:13,92.0635,1800,-12.7133,-0,-175.189,-5903,0
85,72.424,0:46:18,92.0635,1800,-12.576,-0,-384.79,-6049,0
85,73.0221,0:46:23,92.0635,1800,-11.9779,-0,-584.422,-5974,0
75,73.5689,0:46:29,54.1667,1800,-1.43109,-0,-608.273,-554,0
75,74.3541,0:46:34,54.1667,1800,-0.645912,-0,-619.038,-528,0
75,75.2605,0:46:39,54.1667,1800,0.260513,0,-614.696,-482,0
85,75.1077,0:46:44,100,1800,-9.89235,-0,-779.569,-5210,0
85,75.7742,0:46:49,100,1800,-9.22583,-0,-933.333,-5057,0
85,77.1557,0:46:54,100,1800,-7.84428,-0,-1064.07,-4552,0
75,77.44,0:47:0,57.2816,1800,2.43999,0,-1023.4,-791,0
75,78.6859,0:47:5,57.2816,1800,3.68591,0,-961.972,-672,0
75,79.2975,0:47:10,57.2816,1800,4.2975,0,-890.347,-572,0
75,80.0405,0:47:16,53.2995,1800,5.04045,0,-806.34,-454,0
75,80.407,0:47:21,53.2995,1800,5.40695,0,-716.224,-347,0
75,80.6871,0:47:26,53.2995,1800,5.6871,0,-621.439,-239,0
75,81.1047,0:47:31,54.6875,1800,6.10472,0,-519.694,-118,0
75,82.0718,0:47:36,54.6875,1800,7.07178,0,-401.831,43,0
75,82.2659,0:47:41,54.6875,1800,7.26588,0,-280.733,173,173
75,82.5775,0:47:47,68.75,1800,7.57749,0,-154.441,314,255
75,82.1217,0:47:52,68.75,1800,7.12166,0,-35.7467,411,255
75,82.0761,0:47:57,68.75,1800,7.07607,0,82.1877,527,255
85,79.7339,0:48:12,82.659,1800,-5.26609,-0,-5.58048,-2307,0
85,79.6458,0:48:17,82.659,1800,-5.3542,-0,-94.8172,-2437,0
85,79.8805,0:48:22,82.659,1800,-5.11951,-0,-180.142,-2415,0
85,80.9754,0:48:28,85.2761,1800,-4.02464,-0,-247.22,-1978,0
85,82.0588,0:48:33,85.2761,1800,-2.94116,-0,-296.239,-1529,0
85,81.9724,0:48:38,85.2761,1800,-3.02761,-0,-346.699,-1619,0
75,82.889,0:48:43,54.6392,1800,7.88905,0,-215.215,267,255
75,82.7859,0:48:48,54.6392,1800,7.7859,0,-85.4502,392,255
75,82.0451,0:48:53,54.6392,1800,7.04509,0,31.968,476,255
75,81.6788,0:48:59,69.1489,1800,6.67882,0,143.282,570,255
75,81.0091,0:49:4,69.1489,1800,6.00909,0,243.433,639,255
75,80.7473,0:49:9,69.1489,1800,5.74731,0,339.222,723,255
75,80.0393,0:49:14,71.0383,1800,5.03934,0,423.211,775,255
75,79.1893,0:49:19,71.0383,1800,4.18935,0,493.033,805,255
75,79.0556,0:49:24,71.0383,1800,4.05564,0,560.627,867,255
85,78.3605,0:49:30,100,1800,-6.63953,-0,449.968,-2484,0
85,78.5832,0:49:35,100,1800,-6.41685,-0,343.021,-2488,0
85,78.5567,0:49:40,100,1800,-6.44328,-0,235.633,-2608,0
75,79.4794,0:49:45,52.3077,1800,4.47939,0,310.289,636,255
75,79.8151,0:49:50,52.3077,1800,4.81514,0,390.542,732,255
75,79.7026,0:49:55,52.3077,1800,4.70262,0,468.919,805,255
75,79.107,0:50:1,53.8071,1800,4.10697,0,537.368,846,255
75,78.7065,0:50:6,53.8071,1800,3.7065,0,599.143,889,255
75,78.3256,0:50:11,53.8071,1800,3.32556,0,654.569,927,255
75,77.557,0:50:16,55.8974,1800,2.55696,0,697.185,934,255
75,77.4314,0:50:21,55.8974,1800,2.4314,0,737.709,969,255
75,76.8831,0:50:26,55.8974,1800,1.88315,0,769.095,975,255
75,76.4387,0:50:32,52.551,1800,1.43872,0,793.073,979,255
75,76.2482,0:50:37,52.551,1800,1.24818,0,813.876,991,255
75,75.6934,0:50:42,52.551,1800,0.69342,0,825.433,977,255
75,75.3457,0:50:47,52.551,1800,0.345749,0,831.196,967,255
75,75.2623,0:50:52,52.551,1800,0.262276,0,835.567,967,255
75,74.8643,0:50:57,52.551,1800,-0.135674,-0,833.306,947,255
75,74.5323,0:51:3,52.7919,1800,-0.467667,-0,825.511,923,255
75,74.2556,0:51:8,52.7919,1800,-0.74437,-0,813.105,898,255
75,73.8871,0:51:13,52.7919,1800,-1.11293,-0,794.556,863,255
75,73.6554,0:51:18,55.102,1800,-1.34459,-0,772.147,830,255
75,73.4861,0:51:23,55.102,1800,-1.51385,-0,746.916,797,255
75,73.3718,0:51:28,55.102,1800,-1.62819,-0,719.779,764,255
75,73.1656,0:51:34,56.0209,1800,-1.83442,-0,689.205,724,255
75,72.8528,0:51:39,56.0209,1800,-2.14724,-0,653.418,674,255
75,72.578,0:51:44,56.0209,1800,-2.42202,-0,613.051,621,255
75,72.5505,0:51:49,52.551,1800,-2.4495,-0,572.226,579,255
75,72.4504,0:51:54,52.551,1800,-2.54964,-0,529.732,532,255
75,72.2942,0:51:59,52.551,1800,-2.70576,-0,484.636,480,255
75,72.2299,0:52:5,54.1667,1800,-2.77007,-0,438.468,431,255
75,71.7365,0:52:10,54.1667,1800,-3.2635,-0,384.076,353,255
75,71.882,0:52:15,54.1667,1800,-3.11805,-0,332.109,308,255
75,71.7991,0:52:20,54.359,1800,-3.2009,-0,278.76,251,251
75,71.2551,0:52:25,54.359,1800,-3.74489,-0,216.346,164,164
75,71.3955,0:52:30,54.359,1800,-3.60448,-0,156.271,110,0
75,71.7505,0:52:36,52.7919,1800,-3.24955,-0,102.112,72,0
75,72.8086,0:52:41,52.7919,1800,-2.19135,-0,65.5892,84,0
75,73.0119,0:52:46,52.7919,1800,-1.98814,-0,32.4536,60,0
75,74.0062,0:52:51,52.551,1800,-0.993813,-0,15.89,90,0
75,74.8848,0:52:56,52.551,1800,-0.115181,-0,13.9703,128,128
75,75.5571,0:53:1,52.551,1800,0.557083,0,23.255,168,168
75,75.5269,0:53:7,53.9267,1800,0.526909,0,32.0369,176,176
75,75.4752,0:53:12,53.9267,1800,0.475189,0,39.9567,181,181
75,75.8109,0:53:17,53.9267,1800,0.810921,0,53.472,210,210
75,75.6497,0:53:22,54.0816,1800,0.649704,0,64.3004,214,214
75,75.3414,0:53:27,54.0816,1800,0.34137,0,69.9899,205,205
75,75.2618,0:53:32,54.0816,1800,0.261833,0,74.3538,206,206
75,75.3026,0:53:38,53.8071,1800,0.302589,0,79.397,213,213
75,75.1119,0:53:43,53.8071,1800,0.111862,0,81.2613,206,206
75,74.8493,0:53:48,53.8071,1800,-0.150711,-0,78.7495,191,191
75,74.823,0:53:53,53.0928,1800,-0.176971,-0,75.8,187,187
75,74.6743,0:53:58,53.0928,1800,-0.325699,-0,70.3717,175,175
75,74.562,0:54:3,53.0928,1800,-0.437973,-0,63.0721,162,162
75,74.843,0:54:9,57.8947,1800,-0.156998,-0,60.4555,173,173
75,74.8711,0:54:14,57.8947,1800,-0.128899,-0,58.3072,172,172
75,75.1174,0:54:19,57.8947,1800,0.117409,0,60.264,185,185
75,74.6063,0:54:24,55.7292,1800,-0.393661,-0,53.7029,155,155
75,74.9935,0:54:29,55.7292,1800,-0.0064621,-0,53.5952,173,173
75,74.7401,0:54:34,55.7292,1800,-0.259949,-0,49.2628,157,157
75,74.8121,0:54:40,55.8511,1800,-0.187897,-0,46.1312,157,157
75,74.8193,0:54:45,55.8511,1800,-0.180687,-0,43.1197,154,154
75,74.9661,0:54:50,55.8511,1800,-0.0338669,-0,42.5553,160,160
75,75.0782,0:54:55,52.7919,1800,0.0782089,0,43.8587,167,167
75,75.2842,0:55:0,52.7919,1800,0.284225,0,48.5958,181,181
75,75.4996,0:55:5,52.7919,1800,0.499619,0,56.9228,199,199
75,75.1803,0:55:11,52.3077,1800,0.180267,0,59.9273,188,188
75,75.0022,0:55:16,52.3077,1800,0.00222778,0,59.9644,180,180
75,74.8383,0:55:21,52.3077,1800,-0.161674,-0,57.2698,169,169
75,74.5297,0:55:26,61.9792,1800,-0.470268,-0,49.432,147,147
75,74.9859,0:55:31,61.9792,1800,-0.0141296,-0,49.1965,168,168
75,74.788,0:55:36,61.9792,1800,-0.212013,-0,45.663,155,155
75,74.7195,0:55:42,52.8205,1800,-0.280502,-0,40.9879,148,148
75,75.0049,0:55:47,52.8205,1800,0.00485229,0,41.0688,161,161
75,75.0821,0:55:52,52.8205,1800,0.0820847,0,42.4369,166,166
75,75.1385,0:55:57,52.7919,1800,0.138512,0,44.7454,171,171
75,75.2416,0:56:2,52.7919,1800,0.241554,0,48.7713,179,179
75,75.1058,0:56:7,52.7919,1800,0.105759,0,50.5339,175,175
75,75.1409,0:56:13,53.0612,1800,0.140877,0,52.8819,179,179
75,75.047,0:56:18,53.0612,1800,0.0469818,0,53.6649,175,175
75,74.8915,0:56:23,53.0612,1800,-0.108505,-0,51.8565,166,166
75,74.8273,0:56:29,54.9223,1800,-0.172745,-0,48.9774,161,161
75,75.1617,0:56:34,54.9223,1800,0.161728,0,51.6729,179,179
75,75.1465,0:56:39,54.9223,1800,0.146469,0,54.114,180,180
75,74.7553,0:56:44,56.8421,1800,-0.244652,-0,50.0365,158,158
75,75.1545,0:56:49,56.8421,1800,0.154533,0,52.6121,179,179
75,75.0484,0:56:54,56.8421,1800,0.0483551,0,53.418,175,175
85,75.476,0:57:0,91.6201,1800,-9.52396,-0,-105.315,-4366,0
85,76.4441,0:57:5,91.6201,1800,-8.55589,-0,-247.913,-4063,0
85,77.7097,0:57:10,91.6201,1800,-7.29028,-0,-369.418,-3602,0
85,78.4207,0:57:15,77.7778,1800,-6.57932,-0,-479.073,-3385,0
85,78.3457,0:57:20,77.7778,1800,-6.65432,-0,-589.978,-3530,0
85,78.3869,0:57:25,77.7778,1800,-6.61312,-0,-700.197,-3622,0
75,78.1475,0:57:31,54.3689,1800,3.1475,0,-647.739,-382,0
75,78.7567,0:57:36,54.3689,1800,3.75666,0,-585.128,-292,0
75,78.0871,0:57:41,54.3689,1800,3.08707,0,-533.677,-271,0
85,77.2409,0:57:46,100,1800,-7.75908,-0,-662.995,-4112,0
85,77.3024,0:57:51,100,1800,-7.6976,-0,-791.288,-4212,0
85,77.6008,0:57:56,100,1800,-7.39925,-0,-914.609,-4198,0
75,76.1696,0:58:2,72.973,700,1.16959,0,-895.115,-721,0
75,74.2733,0:58:7,72.973,1800,-0.726738,-0,-907.228,-820,0
75,75.3011,0:58:12,72.973,1800,0.301132,0,-902.209,-768,0
85,76.2805,0:58:17,77.3973,1800,-8.71948,-0,-1047.53,-4938,0
85,74.6253,0:58:22,77.3973,1800,-10.3747,-0,-1220.45,-5872,0
85,75.6285,0:58:27,77.3973,1800,-9.37148,-0,-1376.64,-5567,0
85,76.6542,0:58:33,95.2381,1800,-8.34584,-0,-1515.73,-5234,0
85,75.734,0:58:38,95.2381,1800,-9.26598,-0,-1670.17,-5812,0
85,75.5446,0:58:43,95.2381,1800,-9.4554,-0,-1827.76,-6057,0
75,78.1068,0:58:48,56.6327,1800,3.10677,0,-1775.98,-1513,0
75,78.2656,0:58:53,56.6327,1800,3.26558,0,-1721.55,-1451,0
75,78.1841,0:58:58,56.6327,1800,3.18407,0,-1668.48,-1402,0
60,76.4227,0:59:4,7.69231,1800,16.4227,0,-1394.77,-519,0
60,77.0258,0:59:9,7.69231,900,17.0258,0,-1111.01,-207,0
60,77.1348,0:59:14,7.69231,1800,17.1348,0,-825.429,82,0
85,77.097,0:59:19,92.9412,700,-7.90302,-0,-957.146,-4472,0
85,75.9244,0:59:24,92.9412,1800,-9.0756,-0,-1108.41,-5163,0
85,80.0441,0:59:29,92.9412,1800,-4.95595,-0,-1191.01,-3350,0
70,80.2612,0:59:35,37.1622,1800,10.2612,0,-1019.99,-427,0
70,78.6758,0:59:40,37.1622,1800,8.67583,0,-875.388,-356,0
70,81.1471,0:59:45,37.1622,1800,11.1471,0,-689.603,-56,0
85,78.2287,0:59:50,100,1800,-6.77129,-0,-802.458,-3797,0
85,79.3979,0:59:55,100,1800,-5.60213,-0,-895.827,-3352,0
85,80.4888,1:0:0,100,1800,-4.51121,-0,-971.014,-2926,0
75,81.6693,1:0:6,57.7982,1800,6.66929,0,-859.859,-433,0
75,82.323,1:0:11,57.7982,1800,7.32304,0,-737.808,-280,0
75,82.5832,1:0:16,57.7982,1800,7.58321,0,-611.421,-142,0
85,83.1449,1:0:21,100,1800,-1.85508,-0,-642.339,-1375,0
85,83.9803,1:0:26,100,1800,-1.0197,-0,-659.334,-1008,0
85,84.356,1:0:31,100,1800,-0.643967,-0,-670.067,-846,0
75,83.7605,1:0:37,53.9216,1800,8.76051,0,-524.059,-1,0
75,84.0906,1:0:42,53.9216,1800,9.09056,0,-372.549,165,165
75,84.1723,1:0:47,53.9216,1800,9.17226,0,-219.678,322,255
75,83.2551,1:0:52,50,1800,8.25513,0,-82.093,417,255
75,85.5984,1:0:57,50,1800,10.5984,0,94.5473,702,255
75,85.9301,1:1:2,50,1800,10.9301,0,276.716,899,255
85,85.2815,1:1:8,77.6042,1800,0.281517,0,281.408,530,255
85,84.2427,1:1:13,77.6042,1800,-0.757339,-0,268.786,40,0
85,83.6031,1:1:18,77.6042,1800,-1.39693,-0,245.504,-277,0
85,83.7826,1:1:23,100,1800,-1.21739,-0,225.214,-214,0
85,84.2876,1:1:28,100,1800,-0.71244,-0,213.34,5,0
85,84.6303,1:1:33,100,1800,-0.369736,-0,207.178,157,157
75,84.0314,1:1:39,53.2258,1800,9.03143,0,357.702,893,255
75,82.267,1:1:44,53.2258,1800,7.26704,0,478.819,933,255
75,81.214,1:1:49,53.2258,1800,6.214,0,582.386,988,255
75,79.6477,1:1:54,50.4587,1800,4.64771,0,659.847,993,255
75,78.9067,1:1:59,50.4587,1800,3.90668,0,724.959,1024,255
75,77.8586,1:2:4,50.4587,1800,2.85857,0,772.602,1024,255
85,77.559,1:2:10,75.6098,1800,-7.44103,-0,648.584,-2654,0
85,76.8959,1:2:15,75.6098,1800,-8.1041,-0,513.516,-3094,0
85,78.2906,1:2:20,75.6098,1800,-6.7094,-0,401.693,-2564,0
75,79.6963,1:2:25,53.2995,1800,4.69627,0,479.964,815,255
75,81.4439,1:2:30,53.2995,1800,6.44393,0,587.363,1003,255
75,80.8882,1:2:35,53.2995,1800,5.8882,0,685.5,1076,255
75,80.93,1:2:41,54.5918,1800,5.93002,0,784.333,1177,255
75,80.2037,1:2:46,54.5918,1800,5.20371,0,871.062,1230,255
75,79.7415,1:2:51,54.5918,1800,4.74148,0,950.086,1288,255
75,79.0622,1:2:56,52.3077,1800,4.06216,0,1017.79,1324,255
75,78.215,1:3:1,52.3077,1800,3.21503,0,1071.37,1339,255
75,76.4258,1:3:6,52.3077,1800,1.42581,0,1095.14,1280,255
75,76.5878,1:3:12,52.551,1800,1.58779,0,1121.6,1314,255
75,76.3605,1:3:17,52.551,1800,1.36049,0,1144.27,1326,255
75,76.5813,1:3:22,52.551,1800,1.58125,0,1170.63,1363,255
75,76.0676,1:3:27,53.2995,1800,1.06763,0,1188.42,1357,255
75,76.1137,1:3:32,53.2995,1800,1.11367,0,1206.98,1378,255
75,75.68,1:3:37,53.2995,1800,0.67997,0,1218.32,1369,255
85,75.4418,1:3:43,100,1800,-9.5582,-0,1059.01,-3217,0
85,75.2232,1:3:48,100,1800,-9.77682,-0,896.066,-3481,0
85,75.737,1:3:53,100,1800,-9.26299,-0,741.683,-3399,0
75,76.5676,1:3:58,53.2995,1800,1.56761,0,767.81,959,255
75,77.8682,1:4:3,53.2995,1800,2.86817,0,815.612,1067,255
75,77.5599,1:4:8,53.2995,1800,2.55992,0,858.278,1096,255
75,77.2856,1:4:14,57.513,1800,2.2856,0,896.371,1121,255
75,76.9173,1:4:19,57.513,1800,1.91727,0,928.326,1136,255
75,76.5882,1:4:24,57.513,1800,1.58824,0,954.796,1147,255
75,76.3118,1:4:29,53.2995,1800,1.31183,0,976.66,1157,255
75,76.4303,1:4:34,53.2995,1800,1.43029,0,1000.5,1186,255
75,75.5655,1:4:39,53.2995,1800,0.565529,0,1009.92,1155,255
75,75.1869,1:4:45,54.8718,1800,0.186852,0,1013.04,1141,255
75,75.4412,1:4:50,54.8718,1800,0.441185,0,1020.39,1160,255
75,73.9082,1:4:55,54.8718,1800,-1.09178,-0,1002.19,1071,255
75,72.6348,1:5:1,65.8915,1800,-2.36517,-0,962.775,973,255
75,72.751,1:5:6,65.8915,1800,-2.24902,-0,925.292,941,255
75,73.1522,1:5:11,65.8915,1800,-1.8478,-0,894.495,929,255
75,72.7053,1:5:16,60.9195,1800,-2.29468,-0,856.25,870,255
75,72.3197,1:5:21,60.9195,1800,-2.68027,-0,811.579,808,255
75,72.5247,1:5:26,60.9195,1800,-2.47533,-0,770.324,776,255
75,71.9608,1:5:32,56.0847,1800,-3.03923,-0,719.67,699,255
75,72.0505,1:5:37,56.0847,1800,-2.94952,-0,670.511,654,255
75,71.9621,1:5:42,56.0847,1800,-3.03795,-0,619.879,600,255
75,71.5149,1:5:47,54.359,1800,-3.48509,-0,561.794,521,255
75,71.3728,1:5:52,54.359,1800,-3.6272,-0,501.34,454,255
75,69.9463,1:5:57,54.359,1800,-5.05372,-0,417.112,304,255
70,68.7809,1:6:3,39.6825,1800,-1.21907,-0,396.794,460,255
70,68.4209,1:6:8,39.6825,1800,-1.5791,-0,370.476,417,255
70,67.7518,1:6:13,39.6825,1800,-2.24821,-0,333.005,349,255
70,66.9544,1:6:18,39.4737,1800,-3.04562,-0,282.245,262,255
70,66.485,1:6:23,39.4737,1800,-3.51496,-0,223.662,181,181
70,66.292,1:6:28,39.4737,1800,-3.70799,-0,161.863,111,0
75,66.2727,1:6:34,52.5253,1800,-8.72729,-0,16.4077,-265,0
75,67.8779,1:6:39,52.5253,1800,-7.12212,-0,-102.294,-309,0
75,69.889,1:6:44,52.5253,1800,-5.11101,-0,-187.478,-302,0
75,71.1128,1:6:49,55.4974,1800,-3.88719,-0,-252.264,-311,0
75,72.2579,1:6:54,55.4974,1800,-2.74211,-0,-297.966,-304,0
75,73.2003,1:6:59,55.4974,1800,-1.79971,-0,-327.961,-290,0
75,73.6841,1:7:5,52.7919,1800,-1.31587,-0,-349.893,-290,0
75,74.5604,1:7:10,52.7919,1800,-0.43959,-0,-357.219,-257,0
75,74.9402,1:7:15,52.7919,1800,-0.059761,-0,-358.215,-240,0
75,75.9035,1:7:20,63.2653,1800,0.903534,0,-343.156,-181,0
75,76.7304,1:7:25,63.2653,1800,1.73036,0,-314.317,-114,0
75,77.0078,1:7:30,63.2653,1800,2.00784,0,-280.853,-68,0
75,76.2077,1:7:36,54.8077,1800,1.2077,0,-260.724,-85,0
75,76.6634,1:7:41,54.8077,1800,1.66338,0,-233.002,-36,0
75,76.0758,1:7:46,54.8077,1800,1.07584,0,-215.071,-45,0
70,75.871,1:7:51,35.3333,1800,5.87099,0,-117.221,272,255
70,76.2401,1:7:56,35.3333,1800,6.2401,0,-13.2193,393,255
70,75.6439,1:8:1,35.3333,1800,5.64391,0,80.8458,460,255
75,74.5616,1:8:7,51.4563,1800,-0.438408,-0,73.539,173,173
75,74.0638,1:8:12,51.4563,1800,-0.936241,-0,57.935,134,134
75,73.6731,1:8:17,51.4563,1800,-1.32692,-0,35.8197,94,0
75,73.5853,1:8:22,51.9608,1800,-1.41469,-0,12.2415,67,0
75,74.6966,1:8:27,51.9608,1800,-0.303368,-0,7.18541,113,0
75,75.8305,1:8:32,51.9608,1800,0.83046,0,21.0264,179,179
75,76.4796,1:8:38,52.8205,1800,1.47955,0,45.6856,233,233
75,76.6906,1:8:43,52.8205,1800,1.69057,0,73.8617,271,255
75,75.9325,1:8:48,52.8205,1800,0.932457,0,89.4027,252,252
75,75.2235,1:8:53,54.9738,1800,0.223549,0,93.1285,223,223
75,74.6657,1:8:58,54.9738,1800,-0.334343,-0,87.5561,192,192
75,74.756,1:9:3,54.9738,1800,-0.244034,-0,83.4889,192,192
75,74.2293,1:9:9,51.7949,1800,-0.770706,-0,70.6438,155,155
75,74.1766,1:9:14,51.7949,1800,-0.823372,-0,56.9209,139,139
75,74.1227,1:9:19,51.7949,1800,-0.877335,-0,42.2987,121,121
75,74.166,1:9:24,52.8497,1800,-0.83403,-0,28.3982,110,0
75,74.6086,1:9:29,52.8497,1800,-0.391403,-0,21.8748,123,123
75,74.7016,1:9:34,52.8497,1800,-0.298439,-0,16.9008,123,123
75,74.9057,1:9:40,52.0408,1800,-0.0943451,-0,15.3284,130,130
75,75.267,1:9:45,52.0408,1800,0.266968,0,19.7778,152,152
75,75.3031,1:9:50,52.0408,1800,0.303093,0,24.8294,158,158
75,75.0632,1:9:55,52.5773,1800,0.0632095,0,25.8829,148,148
75,75.234,1:10:0,52.5773,1800,0.234024,0,29.7833,160,160
75,75.592,1:10:5,52.5773,1800,0.592003,0,39.65,186,186
75,75.433,1:10:11,52.2613,1800,0.432999,0,46.8666,186,186
75,74.6379,1:10:16,52.2613,1800,-0.362099,-0,40.8317,144,144
75,74.6558,1:10:21,52.2613,1800,-0.344208,-0,35.0949,139,139
75,74.6089,1:10:26,52.5253,1800,-0.391121,-0,28.5762,130,130
75,74.6529,1:10:31,52.5253,1800,-0.347115,-0,22.791,126,126
75,74.8521,1:10:36,52.5253,1800,-0.147911,-0,20.3258,133,133
75,74.9694,1:10:42,51.7766,1800,-0.0305939,-0,19.8159,138,138
75,74.7376,1:10:47,51.7766,1800,-0.26236,-0,15.4432,123,123
75,74.9093,1:10:52,51.7766,1800,-0.0907364,-0,13.9309,129,129
75,74.829,1:10:57,53.5354,1800,-0.170975,-0,11.0814,123,123
75,74.9671,1:11:2,53.5354,1800,-0.0328979,-0,10.5331,129,129
75,74.9809,1:11:7,53.5354,1800,-0.0190887,-0,10.2149,129,129
75,75.2258,1:11:13,73.4375,1800,0.225792,0,13.9781,144,144
75,75.3964,1:11:18,73.4375,1800,0.396378,0,20.5844,158,158
75,74.9751,1:11:23,73.4375,1800,-0.0248566,-0,20.1701,139,139
75,74.5921,1:11:28,52.3316,1800,-0.407883,-0,13.3721,114,0
75,75.0408,1:11:33,52.3316,1800,0.0408173,0,14.0524,135,135
75,75.2318,1:11:38,52.3316,1800,0.231789,0,17.9155,148,148
75,75.5918,1:11:44,54.359,1800,0.591782,0,27.7785,175,175
75,75.2869,1:11:49,54.359,1800,0.28688,0,32.5599,165,165
75,75.2077,1:11:54,54.359,1800,0.207687,0,36.0213,165,165
75,75.1998,1:11:59,59.6859,1800,0.199768,0,39.3508,168,168
75,75.199,1:12:4,59.6859,1800,0.198975,0,42.6671,171,171
75,74.9554,1:12:9,59.6859,1800,-0.0446014,-0,41.9237,159,159
75,75.0284,1:12:15,53.0612,1800,0.0284424,0,42.3977,163,163
75,74.8409,1:12:20,53.0612,1800,-0.159058,-0,39.7468,152,152
75,74.4326,1:12:25,53.0612,1800,-0.567406,-0,30.29,124,124
75,73.9535,1:12:30,54.1237,1800,-1.04654,-0,12.8477,84,0
75,72.8342,1:12:35,54.1237,1800,-2.16585,-0,-23.2498,-2,0
75,73.9397,1:12:40,54.1237,1800,-1.06029,-0,-40.9212,30,0
85,73.7581,1:12:46,100,1800,-11.2419,-0,-228.287,-5279,0
85,74.4217,1:12:51,100,1800,-10.5783,-0,-404.592,-5150,0
85,75.1212,1:12:56,100,1800,-9.87883,-0,-569.239,-4993,0
85,75.9703,1:13:1,79.562,1800,-9.02968,-0,-719.733,-4753,0
85,76.0065,1:13:6,79.562,1800,-8.99346,-0,-869.624,-4886,0
85,75.6693,1:13:11,79.562,1800,-9.33074,-0,-1025.14,-5197,0
70,76.9504,1:13:17,39.6104,1800,6.95043,0,-909.296,-469,0
70,76.9324,1:13:22,39.6104,1800,6.93245,0,-793.755,-354,0
70,76.8333,1:13:27,39.6104,1800,6.83325,0,-679.868,-245,0
70,77.4564,1:13:32,40,1800,7.45644,0,-555.594,-92,0
70,78.5901,1:13:37,40,1800,8.59015,0,-412.425,102,0
70,79.434,1:13:42,40,1800,9.43402,0,-255.191,298,255
